title,day,date,month,year,event_type,series,body,city,venue
No-Body Zone: Designing an Exploded Audiobook,Tuesday,14,July,2009,[object Object],Studio-X,"No-Body Zone expanded out of Richard Foreman&rsquo;s 1997 novel-in-parts &ldquo;No-Body.&rdquo;<br />
<br />
From their statement:<br />
<br />
&ldquo;Can a media city-structure be built out of this book? We divided an audiobook recording among seven narrators, mostly previous Foreman actors. Using the recording process as a concrete method, and the narrators&#39; bodies, histories, and recollections as a starting point, we gathered a spectrum of films, scripts, photos, recollections, city diagrams and material ephemera. Thus we tried to plan our city &ndash; and instead lost ourselves in spinning a paranoid web of incidentally connected work around the hermetic mythos of Foreman&#39;s theater -- a kind intertextual multi-lived hodge-podge/bricolage.<br />
<br />
Like all hermetic projects, our No-Body archive shimmers with blind alleys, broken signs, and exploding hearts. In the liminal space between city and reverberation machine -- audiobook performance, hypertext plays, hard drive distribution, theatrical performance -- our audiobook, our website, and our thumbdrive vibrate together as No-Body. Our accreting remains in-process.<br />
<br />
The Studio-X evening will produce another media artifact to be archived and broadcasted: we will film the discussion and a performance of the new play &#39;Eastern/Western Meat Lessons&#39; by Stephen Mosblech, a fragment-blending of Foreman&#39;s text and others, designed for the Studio-X space.&rdquo;<br />
<br />
Nobody Books is <strong>Greta Byrum</strong>, <strong>Stephen Mosblech</strong>, and <strong>Danny Snelson</strong>.&nbsp;<br />
<br />
More information is available here: www.nobodyzone.com<br />
<br />
--<br />
<br />
WHEN: Tuesday, 7/14, 7 pm<br />
WHAT: Live Performance by <strong>Jay Smith</strong>, <strong>Sarah Dahlen</strong>, and <strong>Danny Snelson</strong>; Panel Discussion with Nobody Books.<br />
<br />
Space is limited and registration is required<br />
<br />
Studio-X, 180 Varick Street, Suite 1610, New York, NY 10014<br />
www.arch.columbia.edu/studiox/",New York,Studio-X NYC
"Examined Life: Avital Ronell, Astra Taylor, Raumlabor",Wednesday,22,April,2009,[object Object],Studio-X,"Please join Studio-X, Storefront for Art and Architecture and Raumlabor:<br />
<br />
&quot;Examined Life&quot;<br />
With appearances by <strong>AVITAL RONELL</strong>, <strong>ASTRA TAYLOR</strong> and <strong>RAUMLABOR</strong>.<br />
<br />
&ldquo;The unexamined life is not worth living.&rdquo;<br />
&mdash;Socrates<br />
<br />
Featuring the best minds of a generation as they navigate urban and philosophical terrains -- Judith Butler, Slavoj Zizek, Michael Hardt, Martha Nussbaum, Cornel West, Avital Ronell, Peter Singer -- Astra Taylor&rsquo;s film &quot;Examined Life&quot; takes philosophy out of the classroom and into the streets.<br />
<br />
This screening and discussion will take place inside Spacebuster by Raumlabor--&quot;a mobile inflatable structure that serves as an entirely portable, expandable pavilion.&quot;<br />
http://www.storefrontnews.org/event_dete.php?eventID=91<br />
<br />
Sponsored by Studio-X/Columbia University GSAPP, Storefront for Art<br />
and Architecture and Raumlabor. Hosted by Clemente Soto V&eacute;lez Cultural &amp; Educational Center.<br />
<br />
Followed by a discussion with AVITAL RONELL, University Professor, NYU, and<br />
author of The Test Drive, Crack Wars, The Telephone Book, Finitude&rsquo;s Score and Dictations.<br />
<br />
ASTRA TAYLOR is the director of Examined Life and Zizek!<br />
<br />
When: Wednesday, April 22, 7 pm<br />
Where: Clemente Soto V&eacute;lez Cultural &amp; Educational Center, 107 Suffolk Street, NYC<br />
$5.00 Suggested Donation",New York,Clemente Soto Vélez Cultural & Educational Center
InDisposed,Friday,15,May,2009,Exhibition,Studio-X,"InDisposed: Friday, May 15 through Wednesday, May 20.<br />
<br />
An off-site design exhibition taking place at Studio-X during the International Contemporary Furniture Fair (ICFF), InDisposed highlights the twin dichotomies that define contemporary design today: sustainability versus wastefulness, and preciousness versus mass production. To help spark a thoughtful and lively dialogue about these issues, we invited innovative thinkers in a range of media&mdash;from furniture and graphic designers to fine artists and musicians&mdash;to envision an eco-friendly design that addresses notions of disposability, waste, and/or wastefulness. We challenged them to create pieces that are made from environmentally sustainable materials, portable (considering the object&rsquo;s intended use), able to be disposed of in a responsible and convenient way, and conceivably able to be mass-produced. At the end of the show, all pieces will be ceremoniously recycled, upcycled, composted, or otherwise responsibly disposed of.<br />
<br />
Participating designers<br />
* Ate Atema of Atema Architecture (New York City)<br />
* Tom Chiu (Brooklyn, NY)<br />
* Liz Kinmark and Kegan Fisher of Design Glut (New York City)<br />
* Adrian Kondratowicz (Berlin and New York City)<br />
* Paul Loebach and Christopher Specce (New York City)<br />
* Kevin Patrick McCarthy (Beacon, NY)<br />
* Jeff Miller (New York City)<br />
* Takeshi Miyakawa (New York City)<br />
* Andrea Ruggiero (New York City)<br />
* Carlos Salgado of Scrapile (Brooklyn, New York)<br />
* MIO (Philadelphia, PA)<br />
* Situ Studio (Brooklyn, New York)<br />
* So Takahashi of Heads, Inc. (Oslo, Norway, and New York City)<br />
* Suzanne Tick (New York City)<br />
* Alex Valich and Christine Warren of RedStr Collective (Brooklyn, New York)<br />
* Tobias Wong (New York City)<br />
<br />
About the Curators:<br />
<br />
<strong>Jen Renzi </strong>is a freelance writer based in New York. Previously a senior editor at House &amp; Garden and Interior Design magazines, she has written for publications including Cond&eacute; Nast Traveler, The New York Times Style Magazine, The Miami Herald, Surface, Wallpaper, Ocean Drive, Interiors, and Architectural Record. Jen has authored and contributed to design books for Princeton Architectural Press, Clarkson Potter, and Edizioni, among others.<br />
<br />
<strong>Dan Rubinstein</strong> is the articles editor at Surface as well as a freelance design, d&eacute;cor, and culture writer. Also based in New York, he was previously the editorial associate in the design department at House &amp; Garden and his work has been published in numerous publications, including The New York Times Style Magazine, Out, Architectural Record, and many others.<br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, Suite 1610<br />
Between King and Charlton Streets<br />
1 train to Houston Street<br />
<br />
Contact: indisposednyc (at) gmail (dot) com",New York,Studio-X NYC
The Geography of Buzz: Visualizing Cultural Space in New York and Los Angeles,Tuesday,7,April,2009,Exhibition,Studio-X,"<strong>Elizabeth Currid</strong> (University of Southern California, School of Policy, Planning, and Development) and <strong>Sarah Williams</strong> (Columbia University, GSAPP) took a unique dataset, the Getty Image Database, and transformed it to explain the spatial patterns of cultural industries. By geo-referencing, coding, and performing statistical analysis on 6,000 events and 300,000 photographs taken in New York and Los Angeles, the team has shown that cultural industry events tend to cluster spatially. While the data might illustrate what we already know&mdash;that certain &ldquo;hot spots&rdquo; in the city exist&mdash;investigating them in this way allowed them to gain a better understanding of why clustering occurs in certain localities.<br />
<br />
Analysis of the data showed that those actors not conventionally involved in city development (paparazzi, marketers, media) have unintentionally played a significant role in city development. They also argue that the findings on the cultural industries may tell us something important about the geographical form of industrial social clustering more generally. The use of Getty data provides a new spatial dimension through which to understand both cultural industries and city geographical patterns.<br />
<br />
The exhibit will be on display from April 7 - May 8, 2009.<br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, Suite 1610<br />
Between King and Charleton Streets<br />
<br />
1 train to Houston Street<br />
<br />
Free and open to the public",New York,Studio-X NYC
Columbia Global Center Beijing Pre-Launch Events,Thursday,19,March,2009,Forum,Studio-X,"<u>Designing Development Forum 1 - Beijing Date: March 19</u><br />
Time: 1:00 &ndash; 5:00 pm<br />
Location: Broadway Theater at MOMA &ndash; Linked Hybrid, Dongcheng District, Beijing<br />
Columbia University&rsquo;s Graduate School of Architecture Planning and Preservation (GSAPP) is pleased to invite you to Designing Development Forum 1 (DDF1). The forum will bring together a lively group of experimental architects and progressive developers to discuss the new roles of development and design in China. During the past decade, China has been one of the world&rsquo;s most radical laboratories for innovation in both architecture and development. This forum - the first in an international series - will explore how each field has influenced the other through a time of unprecedented urban expansion.<br />
<br />
DDF1 will document a critical moment of reassessment and redirection in both architecture and development. The seemingly unfettered building boom of the past decade is now being challenged by a global economic downturn. The DDF series of forums will track the new forms of entanglement between development and design as they navigate their way through the rapidly evolving environment. DDF 1 will explore the possible futures of the new paradigm in China, where more than 50% of the world&rsquo;s new buildings are being constructed.<br />
<br />
The forum, which is open to all Columbia alumni, will be divided into two panels. During the break between them, there will be a guided tour by the architects of the remarkable Linked Hybrid megastructure designed by GSAPP faculty member <strong>Steven Holl</strong>, in partnership with <strong>Li Hu</strong>, the Director of GSAPP&rsquo;s Studio-X Beijing.<br />
<br />
1-2.30pm Panel 1: Designers on Development<br />
2.30-3.30pm Tea and Guided tour of Linked Hybrid<br />
3.30-4.30pm Panel 2: Developers on Design<br />
<br />
DDF1 will be moderated by <strong>Mark Wigley</strong>, Dean of the Graduate School of Architecture Planning and Preservation, <strong>Jeffrey Johnson</strong>, Director of China Lab and<strong> Li Hu</strong>, Director of Studio-X Beijing.<br />
<br />
Questions? Contact Jeffrey Johnson at jj2235@columbia.edu<br />
<br />
<strong>Studio-X Beijing Launch Event</strong><br />
Date: March 19<br />
Time: 7-10 pm<br />
Location: (PLEASE TAKE NOTE OF NEW ADDRESS)<br />
Beijing East City FangJia Hutong No. 46, Building 2, A103<br />
Dongcheng District, Beijing<br />
<br />
In collaboration with Urban China magazine, GSAPP presents an evening of traditional Chinese music and beverage punctuated by lively discussion, on the occasion of the opening of GSAPP&rsquo;s the new Studio-X Beijing space in a traditional Hutong neighborhood and an exhibition of current student work on the theme of Megablock Urbanism in China. All alumni are welcome to this informal event.",Beijing,Studio-X Beijing
Deep Time + Rapid Time,Tuesday,3,March,2009,Lecture,Studio-X,"This three-part event includes a presentation of DEEP TIME + RAPID TIME (currently on display at Grand Arts in Kansas City, MO), a sonic wayfinding workshop on the streets surrounding Studio-X, and a wrap-up discussion with members of the design collective spurse.<br />
<br />
<strong>PETIA MOROZOV</strong>, Columbia University GSAPP<br />
<strong>IAIN KERR</strong>, Maine College of Art<br />
<strong>DAVID JENSENIUS</strong>, composer<br />
<br />
Space is limited and registration is required<br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, STE 1610<br />
(between King and Charleton Streets)<br />
1 train to Houston Street",New York,Studio-X NYC
Studio-X at the New Museum with Sarah Williams and David Benjamin,Thursday,26,February,2009,Discussion,Studio-X,"Please join Studio-X this week at the NEW MUSEUM.<br />
<br />
--<br />
<br />
Thursday, 2/26, 6:30 pm: Studio-X at the New Museum: <strong>SARAH WILLIAMS</strong> and <strong>DAVID BENJAMIN</strong><br />
Off-site event! In association with the exhibit &quot;Urban China: Informal Cities.&quot;<br />
<br />
<strong>SARAH WILLIAMS</strong>, Director of the Spatial Information Design Lab of Columbia University GSAPP will present &quot;Beijing Air Tracks: Measuring Air Quality at the Olympics.&quot;<br />
Then, <strong>DAVID BENJAMIN</strong>, Partner at the firm The Living and Director of The Living Architecture Lab of Columbia University GSAPP will present &quot;Living Light: An Interface to Data about Air Quality and Public Interest in the Environment.&quot;<br />
<br />
This event will take place in the exhibit &quot;Urban China: Informal Cities.&quot; at the New Museum, 235 Bowery (at Prince Street), www.newmuseum.org<br />
Free and open to the public.",New York,New Museum
Rapid Response: Towering Inferno,Tuesday,24,February,2009,Rapid Response,Studio-X,"Held on the last Tuesday of each month, RAPID RESPONSE is an open and undetermined platform for quick response to events that have transpired over the past thirty days.<br />
<br />
Tuesday, 2/24, 6:30 pm: RAPID RESPONSE: TOWERING INFERNO<br />
<br />
The spectacle of Beijing&#39;s TVCC tower set ablaze on February 9, 2009 spurred debate about not only regulation and building practice, but also the future of Chinese development. Not long after undergoing international scrutiny for its political and environmental policies in the run-up to the 2008 Olympics--its lasting symbol being the Bird&#39;s Nest--the Chinese state once again experienced international attention that revolved around iconic architecture. Deemed by many to be the end of the &quot;boom,&quot; what does the fire imply for a construction trajectory that has fixated on China as a land of opportunity, and for questions of sustainability and urban development in other Chinese and global cities?<br />
<br />
<strong>JEFFREY JOHNSON</strong>, Columbia University GSAPP; Director, China-Lab<br />
<strong>JOSEPH GRIMA</strong>, Director, Storefront for Art and Architecture; author of &quot;Instant Asia: Fast Forward through the Architecture of a Changing Continent&quot;<br />
<strong>JYOTI HOSAGRAHAR</strong>, Columbia University GSAPP and SIPA; Director, Sustainable Urbanism International<br />
<br />
Free and open to the public",New York,Studio-X NYC
Neighborhood Watch: Writers Block,Thursday,19,February,2009,Exhibition,Studio-X,"Regularly, Studio-X invites members of the Varick Street design community to present their recent work to an audience of their peers. Now, this series and Studio-X will be open to the public for one full day. Examine recently published works by those working and writing in this building and the neighboring ones: books, magazines, catalogs, articles and more will be on display.<br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, Suite 1610<br />
Between King and Charleton Streets<br />
1 train to Houston Street<br />
<br />
<em>Free and open to the public.</em>
",New York,Studio-X NYC
"Every Day the Urge Grows Stronger to Get Hold of an Object at Very Close Range by Way of its Likness, its Reproduction",Tuesday,17,February,2009,Discussion,Studio-X,"<strong>DAVID REINFURT</strong> of Dexter Sinister will talk with <strong>LARS FISCHER</strong> of Common Room about a recently published short-run &quot;library&quot; book composed of texts previously published online as Portable Document Formats in the Library at www.dextersinister.org and commissioned by the Art Libraries Society and Museum of Modern Art for a conference on contemporary artists&#39; books. Fischer and Reinfurt began discussing this publication and the curious circumstances of contemporary publishing around a lectern last November in Common Room&#39;s installation for New Practices New York. The conversation will continue at Studio-X.<br />
<br />
Dexter Sinister is a workshop and bookstore in the basement at 38 Ludlow Street on the Lower East Side in New York City collapsing distinctions of editing, design, production and distribution into one efficient activity. Common Room is a provisional practice, flexible work environment, exhibition space and publishing imprint located in a small modernist office building, also on New York&#39;s Lower East Side. http://www.common-room.net<br />
<br />
--<br />
<br />
<strong>Studio-X</strong><br />
180 Varick Street, Suite 1610<br />
Between King and Charleton Streets<br />
1 train to Houston Street<br />
<br />
Free and open to the public
",New York,Studio-X NYC
J. MAYER H. Book Launch,Saturday,31,January,2009,Book Launch,Studio-X,"J. MAYER H.--founded in Berlin in 1996 by J&uuml;rgen Mayer--has won a number of awards for their provocative work. In recent years, they have created buzz with attention-grabbing buildings such as the Mensa Moltke in Karlsruhe and the AdA1 offices in Hamburg.<br />
<br />
Celebrate the release of a new publication on this work with a roundtable featuring:<br />
<br />
<strong>J&Uuml;RGEN MAYER</strong><br />
<strong>CRISTINA INES STEINGR&Auml;BER</strong>, Hatje Cantz Verlag<br />
<strong>ANDRES LEPIK</strong>, MoMA<br />
Moderated by <strong>JEFFREY INABA</strong>, C-LAB<br />
<br />
Reception to follow<br />
<br />
J MAYER H. is edited by Henry Urbach and Cristina Steingr&auml;be
",New York,Studio-X NYC
Rapid Response: Addressing The Address,Tuesday,27,January,2009,Rapid Response,Studio-X,"Graduate School of Architecture, Planning and Preservation (GSAPP) of Columbia University presents, &quot;Rapid Response: Addressing the Address,&quot; with designer and<br />
historian <strong>Mabel O. Wilson</strong>, cultural critic <strong>Andrew Ross</strong>, architect <strong>Reinhold Martin</strong> and political scientist <strong>Dorian Warren</strong>.<br />
<br />
President-Elect Barack Obama&#39;s inauguration will initiate a new era, many believe, in US governance on domestic issues and leadership in global concerns. But how will this administration&#39;s new agenda address the world that architect&nbsp; and planners contend with and imagine? What do Obama&#39;s inaugural statements imply for urban issues?<br />
<br />
Designer and historian <strong>Mabel O. Wilson</strong> will lead this conversation &quot;Addressing the Address&quot; with cultural critic <strong>Andrew Ross</strong>, architect <strong>Reinhold Martin</strong> and political scientist <strong>Dorian Warren</strong>, touching on the environmental concerns of sprawl and new energy needs; the nation&#39;s ailing infrastructure; the spectacular fall of the housing market and potential new programs for homeownership and affordable housing; how new national monuments planned for Washington DC, New York City and elsewhere might address a culture that is increasingly transnational in its makeup; and 21st century racial politics of space made manifest in our cities and borders.<br />
<br />
Refreshments provided by IZZE Sparkling Juice.",New York,Studio-X NYC
A Few Zines,Thursday,8,January,2009,Opening,Studio-X,"In the 1990s, zines such as Lackluster, Infiltration, loud paper, Dodge City Journal, and Monorail subverted traditional trade and academic architecture magazine trends by crossing the built environment with art, music, politics, and pop culture--and by deliberately retaining and cultivating an underground presence. &nbsp;Much has been made of that decade&#39;s zine phenomenon--inspiring academic studies, international conferences, and DIY workshops--yet little attention has been paid to architectural zine culture specifically, or its resonance within architectural publishing today.<br />
<br />
&quot;A Few Zines: Dispatches from the Edge of Architectural Production&quot; does both. &nbsp;Rather than attempting to present an exhaustive retrospective of architecture zine culture, it highlights complete runs of several noted zines that began in the nineties. &nbsp;The exhibition also features contemporary publications that contnue to draw inspiration from the self-publishing tradition, such as Pin-Up, Sumoscraper, and Thumb.<br />
<br />
To launch this exhibit, curator Mimi Zeiger has published a new issue of loud paper and organized a party and panel discussion, including:<br />
<strong>Luke Bulman</strong>, Thumb<br />
<strong>Felix Burrichter</strong>, Pin-Up<br />
<strong>Stephen Duncombe</strong>, NYU professor and auto of Dream and Notes from Underground: Zines and the Politics of Alternative Culture<br />
<strong>Mark Shepard</strong>, Situated Technologies Pamphlets<br />
<strong>Mimi Zeiger</strong>, loud paper<br />
Moderated by <strong>Kazys Varnelis</strong>, Network Architecture Lab, Columbia GSAPP<br />
Metropolis Magazine<br />
<br />
--<br />
<br />
<strong>Studio-X NYC</strong><br />
180 Varick street, suite 1610<br />
<br />
<em>Free and Open to Public</em>",New York,Studio-X NYC
