title,day,date,month,year,event_type,series,body,city,venue
Public Dialogues,Tuesday,8,November,2011,Discussion,Studio-X,"<p>A talking dinner on art, architecture and public space with DUS Architects. (Amsterdam) and Opavivar (Rio de Janeiro).</p>
<p>&nbsp;</p>
<p>Studio-X Rio<br />
	Praa Tiradentes, 48<br />
	Open to guests, limited places, please RSVP at STUDIOXRIO@COLUMBIA.EDU</p>
<p>&nbsp;</p>
<p>Studio-X Rio + NAIv</p>
",Rio De Janeiro,Studio-X Rio
Dinner in Motion: Experiments in Motion Kickoff,Tuesday,8,November,2011,Dinner,Experiments in Motion,"Experiments in Motion, a partnership between GSAPP and Audi of America, opened up its first phase &ndash; a think tank to develop alternate paradigms of motion for the 21st century &ndash; to an eclectic mix of experts - artists, curators, filmmakers, dancers, historians, scholars and media - &nbsp;exposing its freshest thoughts in a conversation in motion about motion. An aluminum table,&nbsp;custom-designed and built by C-LAB and the Columbia Laboratory for Applied Building Science, hosted this rotating conversation in the New Museum Sky Room. The program is part of the Audi Urban Future Research project.<br />
<br />
7pm&nbsp;&nbsp; Cocktails and private viewing of Carsten H&ouml;ller&rsquo;s slide installation, Experience<br />
8pm&nbsp;&nbsp; Introduction by Mark Wigley and Scott Keogh<br />
8:30&nbsp;&nbsp; Dinner in Motion<br />
<br />
<strong><a href=""http://www.experimentsinmotion.com"" target=""_blank"">www.experimentsinmotion.com</a></strong><br />
<br />
<strong><a href=""http://www.audi-urban-future-initiative.com"" target=""_blank"">www.audi-urban-future-initiative.com</a></strong><br />
<br />
<br />
",New York,New Museum
Unsolicited Architecture at the São Paulo Bienal,Tuesday,1,November,2011,Exhibition,Studio-X,"<p>Em nome do SP lab e do NAi (Instituto dos Arquitetos da Holanda) convidamos a todos para abertura da exposio &quot;Unsolicited Architecture&quot; que acontecer na tera feira dia 1/1/11 a partir das 20hs.</p>
<p>&nbsp;</p>
<p>A Nona Bienal estar sediada na OCA no Parque do Ibirapuera do dia 1 de novembro ao dia 4 de dezembro das 10 s 22hs.v</p>
",São Paulo,
Thrilling Wonder Stories 3 - Day 2,Saturday,29,October,2011,Panel,Studio-X,"<p>Since 2009, an annual <a href=""http://www.thrillingwonderstories.co.uk/""><em>Thrilling Wonder Stories</em></a> event has taken place at the <a href=""http://www.aaschool.ac.uk/"">Architectural Association</a> in London, bringing people together from multiple disciplines to explore the spaces between science, fiction, and design.</p>
<p>&nbsp;</p>
<p>On one hand, these events take the form of an extended look into the role of architectural spaces-including real buildings, but also film sets, computer game environments, and spatial simulations-in propelling, staging, catalyzing, or otherwise framing narrative storylines. This requires speaking not only to architects, but to novelists, game developers, screenwriters, film set designers, and even Hollywood directors to discuss their own particular requirements of, and relationships to, the built environment-but also to ask, more specifically, how the spaces they design, describe, feature, or build affect the development of narrative.</p>
<p>&nbsp;</p>
<p>This is the cultural dimension of the event-the &quot;wonder stories.&quot;</p>
<p>&nbsp;</p>
<p>On the other hand, <em>Thrilling Wonder Stories</em> has also looked both to science and science fiction as resources of ideas that might play spatial roles in future design projects-where I use the word spatial, not architectural, very deliberately, so as not to limit this to a discussion of buildings. This means bringing in robot makers and biologists, geologists and geneticists, not to ask them about architecture but simply to learn about their work. The point, in other words, is not to extract architectural ideas from their research-as if fully formed building programs could somehow be pulled from a presentation about synthetic organisms-but simply to add to the overall mix of scientific (and science fictional) ideas available for reference in future design conversations.</p>
<p><br />
	This is the &quot;thrilling wonder&quot; side of the series.<br />
	<br />
	<strong>DAY 2 - </strong></p>
<p><strong>SPEAKERS</strong></p>
<p>&nbsp;</p>
<strong>James Fleming</strong><br />
<br />
Historian and author of Fixing The Sky: The Checkered History of Weather and Climate Control [<a href=""http://youtu.be/3PrgUrTfP3E"">VIDEO</a>]<br />
<br />
<strong>Marc Kaufman</strong><br />
<br />
Science writer for the Washington Post and author of<em> First Contact: Scientific Breakthroughs in the Hunt for Life Beyond Earth&nbsp;</em>[<a href=""http://youtu.be/2aNQx2EPVao"">VIDEO</a>]<br />
<br />
<strong>Andrew Blum</strong><br />
<br />
Journalist and author of Tubes: A Journey to the Center of the Internet [<a href=""http://youtu.be/05-HZCI4Ly8"">VIDEO</a>}<br />
<br />
<strong>David Benjamin</strong><br />
<br />
Architect and co-director of The Living [<a href=""http://youtu.be/JQySZe-JOE8"">VIDEO</a>]<br />
<br />
<strong>Debbie Chachra</strong><br />
<br />
Researcher and educator in biological materials and engineering design, featured in Wired UK&#39;s 2010 &quot;Year In Ideas&quot;&nbsp;[<a href=""http://youtu.be/JQySZe-JOE8"">VIDEO</a>]<br />
<br />
<strong>Carlos Olguin</strong><br />
<br />
Designer, head of the Bio/Nano/Programmable Matter Group at Autodesk Research.&nbsp;[<a href=""http://youtu.be/JQySZe-JOE8"">VIDEO</a>]<br />
<br />
<strong>Chris Woebken</strong><br />
<br />
Interaction designer&nbsp;<br />
<br />
<strong>Simone Ferracina</strong><br />
<br />
Architect, winner of the 2011 Animal Architecture Awards, and author of Organs Everywhere&nbsp;[<a href=""http://youtu.be/Vx946xaShys"">VIDEO</a>]<br />
<br />
<strong>Dave Gracer</strong><br />
<br />
Insect agriculturalist at Small Stock Foods&nbsp;[<a href=""http://youtu.be/WjrwwRzURlI"">VIDEO</a>]<br />
<br />
<strong>Morris Benjaminson</strong><br />
<br />
Bioengineer, developed lab-grown meat for NASA&nbsp;[<a href=""http://youtu.be/WjrwwRzURlI"">VIDEO</a>]<br />
<p>&nbsp;</p>
<p>Saturday October 29, 2011 2:00pm-7:00pm</p>
<p>&nbsp;</p>
<p>Studio-X New York</p>
<p>180 Varick Street, suite 1610</p>
<p>&nbsp;</p>
<p>Free and Open to Public</p>
<p>RSVP: studioxnyc@columbia.edu</p>
",New York,Studio-X NYC
Thrilling Wonder Stories 3 - Day 1,Friday,28,October,2011,Panel,Studio-X,"<p>Since 2009, an annual <a href=""http://www.thrillingwonderstories.co.uk/""><em>Thrilling Wonder Stories</em></a> event has taken place at the <a href=""http://www.aaschool.ac.uk/"">Architectural Association</a> in London, bringing people together from multiple disciplines to explore the spaces between science, fiction, and design.</p>
<p>&nbsp;</p>
<p>On one hand, these events take the form of an extended look into the role of architectural spaces-including real buildings, but also film sets, computer game environments, and spatial simulations-in propelling, staging, catalyzing, or otherwise framing narrative storylines. This requires speaking not only to architects, but to novelists, game developers, screenwriters, film set designers, and even Hollywood directors to discuss their own particular requirements of, and relationships to, the built environment-but also to ask, more specifically, how the spaces they design, describe, feature, or build affect the development of narrative.</p>
<p>&nbsp;</p>
<p>This is the cultural dimension of the event-the &quot;wonder stories.&quot;</p>
<p>&nbsp;</p>
<p>On the other hand, THRILLING WONDER STORIES has also looked both to science and science fiction as resources of ideas that might play spatial roles in future design projects-where I use the word spatial, not architectural, very deliberately, so as not to limit this to a discussion of buildings. This means bringing in robot makers and biologists, geologists and geneticists, not to ask them about architecture but simply to learn about their work. The point, in other words, is not to extract architectural ideas from their research-as if fully formed building programs could somehow be pulled from a presentation about synthetic organisms-but simply to add to the overall mix of scientific (and science fictional) ideas available for reference in future design conversations.<br />
	This is the &quot;thrilling wonder&quot; side of the series.<br />
	<br />
	<strong>DAY 1 -</strong><br />
	<strong>SPEAKERS</strong></p>
<p><br />
	<strong>Nicolas de Monchaux</strong><br />
	Architect and author of Spacesuit: Fashioning Apollo <a href=""http://youtu.be/ZUYttDE45pA"" target=""_blank"">[VIDEO]</a></p>
<p><br />
	<strong>Hari Kunzru</strong><br />
	Novelist and author of Gods Without Men, Transmission, and The Impressionist <a href=""http://youtu.be/7WU-Q1lFyhA"" target=""_blank"">[VIDEO]</a></p>
<p>&nbsp;</p>
<p><strong>Bjarke Ingels</strong><br />
	Architect, WSJ Magazine 2011 architectural innovator of the year, and author of Yes Is More: An Archicomic on Architectural Evolution&nbsp;<a href=""http://youtu.be/_nU3M4jc2DM"" target=""_blank"">[VIDEO]</a></p>
<p>&nbsp;</p>
<p><strong>Seth Fletcher</strong><br />
	Science writer and author of Bottled Lightning: Superbatteries, Electric Cars, and the New Lithium Economy&nbsp;<a href=""http://youtu.be/mUh2STk9z2g"" target=""_blank"">[VIDEO]</a></p>
<p>&nbsp;</p>
<p><strong>Jace Clayton and Lindsay Cuff of Nettle</strong><br />
	Nettle&#39;s new album, El Resplandor, is a speculative soundtrack for an unmade remake of The Shining, set in a luxury hotel in Dubai&nbsp;<a href=""http://youtu.be/BlwGMxdbvZE"" target=""_blank"">[VIDEO]</a><br />
	&nbsp;</p>
<p>&nbsp;</p>
<p>Studio-X New York<br />
	180 Varick Street, suite 1610</p>
<p><br />
	Free and Open to Public<br />
	RSVP: studioxnyc@columbia.edu</p>
",New York,Studio-X NYC
Operation Barra Megamix Exhibition,Thursday,27,October,2011,Exhibition,Studio-X,"<p>Studio-X Rio presents an exhibition of works from the Operation Barra Megamix studio with <strong>Keith Kaseman</strong>, <strong>Raul Correa-Smith</strong>, and <strong>Pedro Rivera</strong>.</p>
<p>&nbsp;</p>
<p>Studio-X Rio<br />
	Praa Tiradentes, 48<br />
	Rio de Janeiro</p>
<p>&nbsp;</p>
<p>Monday - Friday: 10:00am-7:00pm<br />
	Saturday: 10:00am-5:00pm</p>
",Rio De Janeiro,Studio-X Rio
Territorial Imperative,Saturday,5,November,2011,Discussion,Studio-X,"<p><strong>David Smiley</strong>, Assistant Professor of Architecture and Urban Studies at Barnard College, Columbia University.<br />
	&nbsp;</p>
<p>Studio-X Mumbai<br />
	Kitab Mahal<br />
	Fourth Floor<br />
	192, D N Road<br />
	Fort Mumbai 400 001<br />
	(Adjacent to New Excelsior Cinema / entrance on D.N.Road)</p>
<p>&nbsp;</p>
<p>Free and open to the public.<br />
	Refreshments will be served.</p>
",Mumbai,Studio-X Mumbai
The Space of Public Appearance: Occupying American Cities,Wednesday,26,October,2011,Forum,Buell,"<p>The Space of Public Appearance: Occupying American Cities: A Forum</p>
<p>&nbsp;</p>
<p><strong>Laura Kurgan</strong>, <strong>Felicity Scott</strong>, <strong>Mabel Wilson</strong>, and <strong>Clara Irazabal</strong>, <strong>Yates McKee</strong>, <strong>Reinhold Martin</strong></p>
<p>&nbsp;</p>
<p>Sponsored by The Temple Hoyne Buell Center for the Study of American Architecture</p>
<p>&nbsp;</p>
<p>Lunch Provided</p>
",New York,"Room 114, Avery Hall"
Epistemological Constructions,Thursday,20,October,2011,Lecture,Studio-X,"<p>Please join us for a discussion of epistemological constructions with <strong>Philip Anzalone</strong>, Director of the Laboratory for Applied Building Science at GSAPP.</p>
<p>&nbsp;</p>
<p>Studio-X Mumbai<br />
	Kitab Mahal<br />
	Fourth Floor<br />
	192, D N Road<br />
	Fort Mumbai 400 001<br />
	(Adjacent to New Excelsior Cinema / entrance on D.N.Road)</p>
<p><br />
	Free and open to the public.<br />
	Refreshments will be served.</p>
",Mumbai,Studio-X Mumbai
Content & Continuity,Thursday,20,October,2011,Lecture,Latin Lab,"Ricardo Porro is a principal of the firm Porro-De La Noue Architectes.&nbsp; He is perhaps most famous for his Schools of Plastic Arts and Modern Dance in Havana following the Cuban revolution, a subject that is currently receiving much attention through the release of the documentary Unfinished Spaces.&nbsp;&nbsp; In addition to his work in his native Cuba, he is also well known for his Center for Art and Communication in Vaduz, Liechtenstein, as well as his numerous realized projects throughout France.&nbsp; Now residing in Paris, his home of four decades, he remains an active designer and artist.<br />
<br />
Presented by Temple Hoyne Buell Center for the Study of American Architecture in conjunction with the Columbia Latin Lab and organized by Albert Jose-Antonio Lopez, CCCP&#39;12, Ismaelly Pena, CCCP&#39;12.",New York,"100 Level, Avery Hall"
Conflict/Cities: Christian Parenti in Conversation,Monday,17,October,2011,Lecture,Studio-X,"<p>Studio-X NYC is thrilled to host Christian Parenti as part of our 2011-12 Conflict/Cities series of events on how violence and war influence and shape the built environment.</p>
<p>&nbsp;</p>
<p><a href=""http://www.christianparenti.com/""><strong>Christian Parenti</strong></a> is contributing editor at The Nation and a visiting scholar at the City University of New York. His many books include <a href=""http://www.amazon.com/gp/product/1859843034/ref=as_li_tf_tl?ie=UTF8&amp;tag=ediblgeogr-20&amp;linkCode=as2&amp;camp=217145&amp;creative=399377&amp;creativeASIN=1859843034""><u><em>Lockdown America</em></u></a>, on criminal justice and the U.S. prison system; <a href=""http://www.amazon.com/gp/product/0465054854/ref=as_li_tf_tl?ie=UTF8&amp;tag=ediblgeogr-20&amp;linkCode=as2&amp;camp=217145&amp;creative=399377&amp;creativeASIN=0465054854""><em>The Soft Cage</em></a>, a history of surveillance; and <a href=""http://www.amazon.com/gp/product/1595580379/ref=as_li_tf_tl?ie=UTF8&amp;tag=ediblgeogr-20&amp;linkCode=as2&amp;camp=217145&amp;creative=399373&amp;creativeASIN=1595580379""><em>The Freedom</em></a>, a look at the U.S. occupation of Iraq. His most recent book, <a href=""http://www.amazon.com/gp/product/1568586000/ref=as_li_tf_tl?ie=UTF8&amp;tag=ediblgeogr-20&amp;linkCode=as2&amp;camp=217145&amp;creative=399373&amp;creativeASIN=1568586000""><em>Tropic of Chaos</em></a>, explores the geopolitical effects of climate change, from drought-induced inter-tribal warfare to military conflict over depleted natural resources.</p>
<p>&nbsp;</p>
<p>Free and open to the public. RSVP required: <a href=""mailto:STUDIOXNYC@GMAIL.COM"">STUDIOXNYC@GMAIL.COM</a></p>
",New York,Studio-X NYC
LI@SX: Benjamin Bratton,Monday,17,October,2011,Live Interview,Studio-X,"<p>For the next interviewee in our LI@SX series, we&#39;re thrilled to welcome <a href=""http://bratton.info/""><strong>Benjamin Bratton.</strong></a></p>
<p>&nbsp;</p>
<p>Bratton is a media theorist and design educator, as well as director and co-founder of the <a href=""http://designgeopolitics.org/"">Center for Design and Geopolitics</a> at the University of California, San Diego. His interests range from contemporary social theory to the political implications of ubiquitous computing, and from the media strategies of emergent groups-including terrorist networks-to the future of nation-state sovereignty. Bratton will present and discuss his most recent work in a live interview with Studio-X NYC co-directors Geoff Manaugh and Nicola Twilley.</p>
<p>&nbsp;</p>
<p><span style=""color: rgb(10, 10, 10); font-family: arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left; background-color: rgb(248, 249, 249); "">Studio-X NYC</span><br style=""color: rgb(10, 10, 10); font-family: arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left; background-color: rgb(248, 249, 249); "" />
	<span style=""color: rgb(10, 10, 10); font-family: arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left; background-color: rgb(248, 249, 249); "">180 Varick Street, suite 1610</span></p>
",New York,Studio-X NYC
Public Horizon Exhibition: Opening Reception,Thursday,13,October,2011,Exhibition,Studio-X,"<p>Public Horizon is an exhibition of design proposals for a temporary, open-air panorama in downtown Manhattan.</p>
<p><br />
	From pastures to pleasure grounds to protest sites, public space has changed with the modern city. It emerged as a desire for a society of free individuals, sharing experiences and conversations. But it can often be an afterthought, underfunded and over-restricted. Are existing notions of public space still useful, or what should we replace them with? How can we re-articulate common ground while celebrating our diversity in new ways? How can the activities imagined by urban parks be reconceived?</p>
<p><br />
	The Urban Landscape Lab, led by<strong> Janette Kim</strong> and<strong> Erik Carver</strong> and commissioned by the Hudson Square Connection Business Improvement District, designed a 360 cylindrical display device to allow for collective experiments within a panoramic environment. Designers from Columbia University&#39;s Graduate School of Architecture, Planning and Preservation have designed site specific-installations that would test out replacements for traditional public space. 30 design proposals, including the four winning schemes, will be exhibited here.</p>
<p><br />
	Studio-X New York, 180 Varick Street Suite 1610<br />
	Directions: 1 to Houston, C or E to Spring<br />
	Free and open to the public</p>
<p><br />
	<a href=""http://urbanlandscapelab.org/work/publichorizon/"">HTTP://URBANLANDSCAPELAB.ORG/WORK/PUBLICHORIZON/</a></p>
<p><br />
	Selection Committee: Gavin Browning, Jeannie Kim, Geoff Manaugh and Felicity Scott<br />
	Winning Design Proposals by Irene Cheng, Brett Snyder, ad Jesse Ganes; David Zhai and Simion McGown; Trent Letcho and team Arup (Raymond Quinn, Cesar Sanchez, David Rife, Mike Skinner, and Phil Carter), and Jordan Carver.</p>
",New York,Studio-X NYC
