title,day,date,month,year,event_type,series,body,city,venue
GIRIMUM Architects,Wednesday,9,April,2014,Lecture,Studio-X,"The strength of Asia&rsquo;s economy is well proportioned to a model of urban growth<br />
associated with stable infrastructure and accompanied by large, multifunctional<br />
projects that combine home, work, shopping, recreation and leisure into one space.<br />
Large real estate enterprises discern and dispute whether the status of civic spaces<br />
refers to the city. Mauro will demonstrate his experience in Asia through his<br />
projects, and their relevance towards the mentality and aspirations of<br />
proposals for big projects in Brazil.<br />
<br />
Mauro Resnitzky<br />
Architectural graduate from FAU UFRJ and with a postgraduate degree from the AA<br />
Architectural Association in London, Mauro has resided and worked in Hong Kong<br />
since 2002. As the director of international businesses such as Benoy and Woodsbagot,<br />
and the head of the Girimun office for the past five years, Mauro has achieved awards<br />
for numerous large scale and multipurpose projects that focus on concepts of the<br />
compact city, high density and woven integration of transportation and sustainability.<br />
His portfolio includes projects in Brazil, Spain, Portugal, China, India, Japan, Thailand,<br />
Vietnam and Mongolia.",Rio De Janeiro,Studio-X Rio
New York City Disaster Relief Planning for Persons with Disabilities,Tuesday,15,April,2014,LiPS,LiPS,Julia Pinover is a Senior Staff Attorney with Disability Rights Advocates of NYC.,New York,"Room 114, Avery Hall"
Local Actions for Global Effects: Local Air-Pollution Control as Global Carbon- Mitigation Strategy,Wednesday,9,April,2014,Lecture,Urban Planning,"<div>
	To deal with climate change, controlling greenhouse gases (GHGs) has increasingly taken priority on the global community&rsquo;s policy agenda. Global negotiation for GHG control, however, has not yet ended up with legally binding actions. At the center of this failure is the leakage issue: controlling GHGs carries substantial local costs, but benefits from it will be shared by other countries. In particular, developing countries, which often place emphasis on economic development over any other policy goal, tend to be passive in joining the global effort for GHG mitigation. In this context, existing co-benefit studies have attempted to persuade them by emphasizing that GHG control is much less costly than conventionally assumed, considering the ancillary air-quality benefits from it. Nonetheless, many developing countries are still skeptical about this logic. In this talk, I emphasize the reverse of the prevalent policy logic: local air-pollution control as a global GHG mitigation strategy is more sensible than GHG mitigation as a local air-quality improvement facilitator.<br />
	<br />
	As part of the MIT Joint Program, Dr. Nam has conducted multiple&nbsp;research projects on developing an integrated assessment framework for climate&nbsp;change and environmental pollution, and his current research projects include the&nbsp;analysis of air quality co-benefit from climate policy in the US and China and the&nbsp;development of global and national urbanization projection models. Dr. Nam&rsquo;s&nbsp;research interest in the institutional and policy dimensions of economic and&nbsp;environmental sustainability has produced 11 research articles published in major&nbsp;peer-reviewed journals, such as Industrial and Corporate Change and Global&nbsp;Environmental Change. Kyung-Min Nam holds a Ph.D. in international development&nbsp;and regional planning from the Massachusetts Institute of Technology (MIT).</div>
",New York,"Room 504, Avery Hall"
The Art of Shaping the Metropolis,Tuesday,8,April,2014,LiPS,LiPS,Pedro Ortiz is an Urban Specialist at the World Bank.,New York,"Room 114, Avery Hall"
Hidden Histories of Cities,Saturday,5,April,2014,Panel,Studio-X,"The panel will present efforts to uncover the experiences of those imprisoned in<br />
Diyarbakır from 1980-1984 and the Prison&rsquo;s overall impact on public memory.<br />
<br />
Moderator: Turgut Tarhanlı<br />
With speakers from the Justice Commission to Research the Realities of the Diyarbakır Prison<br />
Ayşe Berktay, Murat Paker, Nimet Tanrıkulu<br />
<br />
The &lsquo;Hidden Histories of Cities&rsquo; panel series is being organized within the context of the &lsquo;Compressed: Guant&aacute;namos&rsquo; exhibition, the first in the Studio-X Global series on Security Regimes, which examines global spaces of exception.<br />
<br />
Upcoming panels:<br />
&lsquo;Ankara after 1980&rsquo;, April 10, 2014, 19:00 - 21:00<br />
&lsquo;Faded Memories:İstanbul&rsquo;s Armenian Past&rsquo;, April 25, 2014, 19:00-21:00<br />
<br />
Hafıza Merkezi&rsquo;nin katkılarıyla / With the support of Truth Justice Memory Center.<br />
T&uuml;rk&ccedil;e-İngilizce sim&uuml;ltane &ccedil;eviri yapılacaktır. / Turkish and English simultaneous translation will be available.<br />
Fotoğraf / Photography by Nail Kadirhan<br />
<br />
<a href=""https://www.facebook.com/events/612957948795137/"" target=""_blank"">facebook</a> | <a href=""http://www.studio-xistanbul.org/en/events/hidden-histories"" target=""_blank"">http://www.studio-xistanbul.org/en/events/hidden-histories</a>",Istanbul,Studio-X Istanbul
Interpretations: Critical Shifts ,Saturday,5,April,2014,Symposium,CCCP,"Critical Shifts is a one-day, student-organized symposium dedicated to exploring the ongoing transformations of critical practice in architecture. The event brings together a diverse group of practitioners in order to investigate how their work (which often combines the activities and approaches of curation, editing, writing, design, teaching, and research) can begin to trace a nuanced map of the fieldʼs current critical terrain.<br />
<br />
Understanding this terrain as an active landscape perpetually in formation, the symposium is not concerned with developing totalizing statements about the state of criticism or criticality in architecture. Instead it intends to survey the terrain mapped by its speakers in order to identify, describe, and assess the multiple processes and energies that are actively shaping it. What sorts of critical shifts are happening within the discipline today, and how do they help expand and redefine our understandings of &ldquo;criticism,&rdquo; &ldquo;critique,&rdquo; and &ldquo;critical&rdquo;? What changes in modes of architectural practice do they evidence (fractures, amalgamations, transformations, etc.)? And what do these shifts indicate about architectureʼs current relationship with the public, and thereby the scope of its critical concern and reach?<br />
<br />
The symposiumʼs speakers will help us consider these questions across traditional sites of production&mdash;the School, the Journal, the Institute, the Studio, the Magazine, and the Museum (fully recognizing that their operations may no longer be so traditional)&mdash;as well as contemporary sites such as the Blog and Biennale.<br />
<br />
<br />
01:00 Welcome / CCCP 2015<br />
<br />
Conversation 1<br />
01:10 Introductory Comments<br />
01:15 Speaker Presentations<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 / Tina Di Carlo<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2 / Aaron Levy<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3 / Ligia Nobre<br />
02:15 Panel Discussion / Mark Wasiuta (moderator), Adam Bandler<br />
<br />
02:45 &ldquo;Promiscuous Encounters&rdquo; Publication Launch / edited by Francisco D&iacute;az, Nina Kolowratnik, Marcelo L&oacute;pez and Marina Otero<br />
<br />
03:00 Coffee Break<br />
<br />
Conversation 2<br />
03:15 Introductory Comments<br />
03:20 Speaker Presentations<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1 / Cynthia Davidson<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2 / Matteo Ghidoni<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3 / Justin McGuirk<br />
04:20 Panel Discussion / Felicity Scott (moderator), Marina Otero Verzier<br />
<br />
04:50 Ten Minute Break<br />
<br />
05:00 Roundtable / Adam Bandler, Cynthia Davidson, Tina Di Carlo, Matteo Ghidoni, Aaron Levy, Justin McGuirk, Ligia Nobre, Marina Otero Verzier, Felicity Scott, Mark Wasiuta, Mark Wigley (Final Remarks, moderator)<br />
<br />
06:00 Reception<br />
<br />
_____<br />
Critical Shifts Team &amp; M.S. CCCP Class of 2015<br />
Florencia Alvarez Pacheco, Mart&iacute; Amarg&oacute;s Rubert, Alissa Anderson, &Oacute;skar Arn&oacute;rsson, Anthony Graham, Liyana Hasnan, Bika Rebek, Agust&iacute;n Schang, Michael Villardi, Marty Wood",New York,Studio-X NYC
Compressed: Guantánamos,Friday,4,April,2014,[object Object],Studio-X,"19:00 Opening<br />
19:30 Elazar Barkan<br />
19:45 Liz &Scaron;evčenko<br />
<br />
Between April 4 and May 9, Studio-X Istanbul hosts the exhibition &lsquo;Compressed: Guant&aacute;namos&rsquo;,which offers Guant&aacute;namo as a starting point to provoke reflection on states of exception in Turkey and around the world.<br />
<br />
A initiative of Columbia Global Centers | Turkey and Studio-X, the exhibition is comprised of two parts: The &lsquo;Guant&aacute;namo Public Memory Project&rsquo; and the &lsquo;Open Memory&rsquo;.<br />
<br />
A series of panel discussions under the theme of &lsquo;The Hidden Histories of Cities&rsquo; anda publication documenting Turkey&rsquo;s prisons, &lsquo;Closed Book&rsquo;, also accompany the exhibition.<br />
<br />
With the contribution of the Institute for the Study of Human Rights at Columbia University, Truth Justice Memory Center and the Civil Society in the Penal System Association.<br />
<br />
Photography by Bill Oleflach, &lsquo;&lsquo;Protestors in front of the Capitol&rsquo;&rsquo;, June 24, 2012 during March Against Torture.<br />
<br />
<em>Compressed: Guant&aacute;namos</em> is the first in the Studio-X Global series on <em>Security Regimes</em>, which examines global spaces of exception.<br />
<br />
<a href=""https://www.facebook.com/events/1404741796462009/"" target=""_blank"">facebook</a> | <a href=""http://studio-xistanbul.org/en/events/guantanamos"" target=""_blank"">www.studio-xistanbul.org</a>",Istanbul,Studio-X Istanbul
Building Seagram,Thursday,3,April,2014,Inquiry:HP,Inquiry:HP,"Phyllis Lambert is founding director of the Canadian Centre for Architecture in&nbsp;Montreal. A licensed architect, she has contributed essays to numerous books and&nbsp;is the subject of the 2007 documentary&nbsp; lm Citizen Lambert: Joan of Architecture. Her 2013 book &#39;Building Seagram&#39; is both a history of the iconic building and a collection of her personal experiences as the daughter of the Seagram distilling empire&#39;s founder, Samuel Bronfman.<br />
<br />
This event is free and open to the public.<br />
Inquiry: HP is Columbia University GSAPP&rsquo;s Historic Preservation Lecture Series. The objective of Inquiry: HP is to present individuals in various disciplines related to historic preservation and foster discussion between speakers, students and practitioners about contemporary preservation theories, practices and applications.",New York,Wood Auditorium
2x London,Thursday,3,April,2014,Lecture,Studio-X,"MUF Architects<br />
Aberrant Architecture<br />
<br />
<br />
MUF Architects<br />
muf architecture/art have established a reputation for pioneering and innovative projects that address the social, spatial and economic infrastructures of the public realm. The practice philosophy is driven by an ambition to realize the potential pleasures that exist at the intersection between the lived and the built.<br />
The talk will present a timeline of five years of muf&rsquo;s projects in Hackney Wick/Fish island; a fragile ecology of arts and creative uses, industrial yards and canal infrastructure at the edge of the Lea Valley on the London 2012 Olympic Park Fringe. Undertaken in collaboration with Design for London, J&amp;L Gibbons Landscape Architecture and the LLDC, the projects include a Public Realm Plan, art and engagement strategy, numerous public realm initiatives, and a Design and Planning Guidance Framework &ndash; and are a constellation of strategic policy and tactical endeavor which values what is there and maps the possible: that nurtures existing uses, whilst delivering wider regeneration benefits as part of an ambition for an olympic legacy.<br />
<br />
aberrant architecture<br />
aberrant architecture is a multi-disciplinary studio and think-tank that operates internationally in the fields of architecture, art, design and cultural analysis. From their studio in London, they strive to capture the best of the past and the contemporary in order to shape the future of the designed world. The practice has established a reputation for playful, provocative and interactive projects that use architecture and design to introduce new and unexpected ways of experiencing the world.<br />
With the growth of more flexible lifestyles, people are now increasingly using the city as a place to play and as a platform for drama, as well as a workplace. Exploring this idea of the city as a stage, this talk will explore projects such as The &lsquo;Roaming Market&rsquo; and &#39;Tiny Travelling Theatre&#39; which investigate the potential for increased human interaction in our urban landscapes.<br />
<br />
David Chambers, aberrant architecture<br />
David Chambers is a director and co-founder of aberrant architecture. David studied architecture at Bath University, where he was awarded the Barton Willmore Prize for Innovative Design; at T.U. Delft; and at the Royal College of Art and is currently an associate lecturer in Spatial Practices at Central St Martins.<br />
<br />
Mel Dodd, MUF Architects<br />
Mel is an architect and academic, and head of Spatial Practices at Central Saint Martins in London. Both her teaching, practice and research interests focus on the relationships between social and political infrastructures, and built environments, explored in her book &#39;Live Projects: Designing with People&#39; (RMIT Press, 2012). She has been an on-going collaborator with muf architecture/art on and off since 1997, establishing a Melbourne based affiliated practice, muf_aus, in 2005, and was a contributory author to the practice publication &lsquo;This is What We Do: A Muf Manual:&rsquo; (Ellipsis 2002).",Rio De Janeiro,
An Evening of Cocktails in Toronto,Wednesday,2,April,2014,Reception,Alumni,"Please join us for an evening of cocktails and networking with fellow GSAPP alumni and current MSRED students, hosted by Blake Hutcheson MSRED &#39;89, President and CEO of Oxford Properties Group.<br />
<br />
RSVP <a href=""mailto:gsappalumni@columbia.edu?subject=RSVP%20to%20Toronto"">here</a> by March 27.<br />
<br />
APRIL 2, 2014, 6:00 - 8:00 P.M.<br />
Oxford Properties<br />
Royal Bank Plaza, North Tower<br />
200 Bay Street, Suite 900<br />
Toronto, ON M4W 2A1<br />
<br />
<br />
For questions, contact <a href=""mailto:yjk2109@columbia.edu?subject=Toronto"">Ellen Kim</a>, Manager of Alumni Relations.",Other North America,"Toronto, CAN"
Architect Valerio Olgiati,Wednesday,2,April,2014,Lecture and Conversation,Studio-X,"In the framework of the year in Swiss Architecture, Design and Engineering in India 2013-2014<br />
Please join us for a presentation and talk by renowned Swiss Architect Valerio Olgiati in conversation with Architect Bijoy Jain.<br />
<br />
<em>This event is free and open to the public<br />
Refreshments will be served</em>",Mumbai,Studio-X Mumbai
Sustainable Cities are Solar Responsive Cities,Tuesday,1,April,2014,LiPS,LiPS,Norbert&nbsp; Lechner is an architect and Professor Emeritus at&nbsp;Auburn University.,New York,"Room 114, Avery Hall"
Tall Tales ,Saturday,29,March,2014,Tall Tales,Studio-X,"It&#39;s a 7:00 start and the doors open at 6:30 - Rs. 400 for entry. Tickets only sold at the door. Event will be held at Studio X- on the 4th floor of Kitab Mahal. Studio X is located very close to Excelsior Cinema in Fort, just south of VT Station and McDonald&#39;s. Studio X is in the same building that houses the Indo-American Society.<br />
<br />
* Studio X Mumbai and The Columbia Global Center in India do not charge for hosting events or programs.<br />
Please visit Tall Tales website or Facebook page for more information on events.",Mumbai,Studio-X Mumbai
Mesh Network Workshop by Christoph Wachter & Mathias Jud,Saturday,29,March,2014,Urban Innovation,Studio-X,"<a href=""http://www.amberplatform.org/en/"" target=""_blank"">amberplatform</a> presents Christoph Wachter &amp; Mathias Jud with their project &ldquo;qaul.net&rdquo;<br />
<br />
<a href=""http://qaul.net"" target=""_blank"">qaul.net</a> implements a redundant, open communication principle, in which wireless-enabled computers and mobile devices can directly form a spontaneous network. Text messaging, file sharing and voice calls are possible independent of internet and cellular networks. <a href=""http://qaul.net"" target=""_blank"">qaul.net</a> can spread like a virus, and an Open Source Community can modify it freely.<br />
<br />
In a time of communication blackouts in places like Egypt, Burma, and Tibet, and given the large power outages often caused by natural disasters, qaul.net has taken on the challenge of critically examining existing communication pathways while simultaneously exploring new horizons.<br />
<br />
<a href=""https://www.facebook.com/events/224185667772166"" target=""_blank"">facebook</a> | <a href=""http://studio-xistanbul.org/en/events/mesh-network"" target=""_blank"">www.studio-xistanbul.org</a>",Istanbul,Studio-X Istanbul
GSAPP Alumni Forum: Fixer,Friday,28,March,2014,Alumni Panel,Alumni,"The Columbia University Graduate School of Architecture, Planning and Preservation Alumni Association invites you to the annual Alumni Forum, &quot;Fixer&quot;. This year&#39;s forum will feature presentations by a diverse group of <em>fixers</em>, individuals who have responded to seemingly impossible situations in ways that have changed the way we think and live. Presentations will be followed by a discussion with Dean Mark Wigley and a networking reception with speakers.<br />
<br />
Click here for <strong><a href=""https://web.ovationtix.com/trs/pe/9883449"" target=""_blank"">registration</a></strong>.<br />
<br />
<strong>Confirmed Speakers:</strong><br />
<strong><a href=""https://www.kickstarter.com/profile/cadler"" target=""_blank"">Charles Adler</a></strong>, Co-Founder of Kickstarter<br />
<a href=""http://en.wikipedia.org/wiki/Saman_Arbabi"" target=""_blank""><strong>Saman Arbabi</strong></a>, Executive Producer at Voice of America<br />
<strong><a href=""http://www.publicutility2.com/"" target=""_blank"">Mary Ellen Carroll</a></strong>, Conceptual Artist<br />
<strong><a href=""http://en.wikipedia.org/wiki/Lisa_Strausfeld"" target=""_blank"">Lisa Strausfeld</a></strong>, Global Head of Data Visualization at Bloomberg LP<br />
<br />
Click <a href=""http://livestre.am/163ds"" target=""_blank"">here</a> to watch the full discussion.<br />
<br />
To view pictures from last year&#39;s GSAPP Alumni Forum: RISE, visit the <a href=""https://www.facebook.com/media/set/?set=a.508231435903729.1073741825.337608722966002&amp;type=3"">Facebook album</a>.<br />
",New York,Three Sixty°
Raahgiriday,Thursday,27,March,2014,Discussion,Studio-X,"In a quest to make Gurgaon accessible for its residents and encourage the use of cycling, walking and public transport in the city, organizations and activists of Gurgaon have come together to execute a novel concept&nbsp; &ndash; &lsquo;RAAHGIRI DAY&rsquo;.<br />
<br />
Walking and cycling along with effective public transport is the only solution to urban traffic chaos and other issues related to it. Infrastructure for safe walking and cycling is required in Gurgaon too and this event will bring more awareness to this need.<br />
<br />
Children and adults are invited to bike, skate, run and walk; to partake in community leisure activities such as street games, street dancing; to learn yoga, aerobics and zumba (for which stages will be setup at intervals along the route); and to come together as a community and celebrate life.<br />
<br />
Raahgiri day is one of the first steps towards making Gurgaon a sustainable and environment friendly city; a city which cares for its future and its resources, a city which is alive and whose citizens take an active part in what it becomes. Can Mumbai learn something from Gurgaon? Please join us for this discussion with EMBARQIndias Amit Bhatt.<br />
<br />
<em>This event is free and open to the public</em>",Mumbai,
Charles Bessard - Powerhouse Company,Wednesday,26,March,2014,Lecture,Studio-X,"This talk will be held in English / Bu etkinlik İngilizce&rsquo;dir.<br />
<br />
Conscious of the gap between high and low culture, theory and design the Powerhouse Company neither only wants to build, nor just to theorize on the reasons for a new architecture, but instead bring back architecture as an encompassing, constructive and innovative practice. Powerhouse Company aims at re-locating the practice of architecture at the cross-roads between design, research and education.<br />
<br />
<em>&ldquo;We are an office of modern architecture and paradoxically that sounds old-fashioned. After all wasn&rsquo;t the modernist agenda about making things better for everyone? Back then the question was how to provide everyone with light, air and space. But today the questions are no-longer single sided. Now, design can be on the one hand a question of ceiling integrated video beamers, rain-forest showers and play-station rooms &ndash; yet it can also be a question of designing hooligan-proof public space that gives place to our culturally rich modern society. For us, these times ask for both exclusive and inclusive designs: specific buildings and objects that embrace the richness of reality and charge their contexts with new means and meanings.&rdquo;</em><br />
<br />
Powerhouse Company is a international architectural practice established in Copenhagen (DK) and Rotterdam (NL). The office was founded in 2005 by two partners: Charles Bessard in Denmark and Nanne de Ru in Holland. Both partners have forged their experience and skills in internationally renowned practices such as Atelier Jean Nouvel and OMA Rem Koolhaas. Powerhouse Company is a medium sized office developing an international profile with projects in Denmark, The Netherlands, France, Germany, Cyprus and China.<br />
<br />
The work of Powerhouse Company has been exhibited at the Guggenheim museum in New York, the Cooper Hewitt museum in New York, the Maxxi in Rome and the Netherlands Architecture Institute in Rotterdam&nbsp; as well as various biennales such as the 2005 Rotterdam Architecture Biennale, the 2010 Shenzen Bienale and the 8th Sao Paulo Biennale of Architecture. Projects and texts of Powerhouse Company have been published in various magazines such as Domus, A+U, Mark Magazine, A10 and The New York Times.<br />
<br />
Powerhouse Company has been awarded several prizes over the last 7 years.In 2012 we received Nykredit the motivation price in Copenhagen. In 2008 Powerhouse Company has been awarded the Dutch Design Award 2008 for the category &lsquo;best private interior design&rsquo;, the AM/NAi prize for the best building by architects under 40 and the Prix Speciale for best office of Ecole Superieur d&rsquo;Architecture in Paris. The office was shortlisted for the prestigious Mies van der Rohe Award 2009 and 2011, the Chernikov prize 2010 and the Marcus Prize of Milwaukee University, USA. In 2011 Powerhouse Company was awarded the Young Maaskantprijs.<br />
<br />
Powerhouse Company have published several books, latest in 2012 &lsquo;SHIFTS &ndash; Architecture after the 20th century&rsquo; with Hans Ibelings &ndash; A polemical book illustrating the far-reaching impacts of new economic circumstances on architecture&rsquo;s past, present and future. In 2011 we published &lsquo;Ouvertures &ndash; The First Six Years of Powerhouse Company&rsquo;<br />
<br />
Free and open to public.<br />
<br />
<a href=""https://www.facebook.com/events/629381867140677/"" target=""_blank"">Facebook</a> | <a href=""http://studio-xistanbul.org/en/events/Powerhouse-Company"" target=""_blank"">www.studio-xistanbul.org</a>",Istanbul,Studio-X Istanbul
Stitching together a public in the midst of demographic complexity: The limits and possibility of civic technology.,Tuesday,25,March,2014,Lecture,Studio-X,"This talk will be held in English / Bu etkinlik İngilizce&rsquo;dir.<br />
<br />
Cities are places where diversity is taken for granted. By and large in cities we expect the public sphere to be heterogeneous, a mixture of cultures, race, sexual orientations, etc. While each of us may not know how to negotiate this demographic complexity it is a fact of the day to day life of cities. This presentation is based on a simple assertion that reveals a complex problem. The assertion: civic engagement and civic inclusion are not equivalent concepts. Civic engagement often refers to the &ldquo;public&rdquo; as if the public is a unified body of people. In truth cities are made up of people who belong to different publics. Those concerned with civic inclusion ask the question; How do we design engagement technologies so that the complexity of who we are as a public is not hidden but revealed? Herein lies the problem. Various studies have suggested that heterogeneity does not lead to greater engagement. In fact, these studies find that people participate more in civic activities when they live and connect with people who are more like themselves. Moreover, our institutional arrangements, tend to further segregate people not only from each other, (the poor go to welfare offices for housing vouchers the rich to real estate brokers,) but from themselves. The office that supports the poor through the process does not simultaneously assist in your health care, child&#39;s education, or your employability.<br />
<br />
In short, cities are a multi layered segregated societies in which there is a growing hope that civic technology can help stitch together a true &ldquo;public&rdquo;. This multimedia presentation demonstrates how the segregation in the midst of growing diversity creates is a defining dilemma for civic inclusion in cities. The stories in the presentation reveal how in different communities varied technologies, processes and values that are being employed to address the challenge of civic inclusion.<br />
<br />
About Ceasar McDowell<br />
<br />
Professor of the Practice f Community Development,<br />
MIT | DUSP<br />
President, Interaction Institute for Social Change<br />
<br />
When asked what his work is about Ceasar always says, &ldquo;Voice.&rdquo; He has a deep and abiding passion for figuring out how people who are systematically marginalized by society have the opportunity to voice their lived experiences to the world. Ceasar believes that until people are able to lift up those experiences, they will be unable to participate as full members of society. Over the past few decades, Ceasar has been involved in many activities to bring this belief to life. As founder of MIT&rsquo;s Co-Lab (previously named Center for Reflective Community Practice), Ceasar works to develop the critical moments reflection method to help communities build knowledge from their practice or, as he likes to say, &ldquo;to know what they know.&rdquo; Through his work at the global civic engagement organization, Engage The Power, he developed The Question Campaign as a method for building democratic communities from the ground up. At MIT, Ceasar teaches on civic and community engagement and the use of social media to enhance both. In addition, he is working to create a model of equitable partnership between universities and communities and to support communities to build their own knowledge base. Ceasar brings his deep commitment to the work of building beloved, just and equitable communities that are able to &ndash; as his friend Carl Moore says - &rdquo;struggle with the traditions that bind them and the interests that separate them so they can build a future that is an improvement on the past.&rdquo;<br />
<br />
As IISC&rsquo;s new president, Ceasar is focused on how best to move the organization toward the social change it has been helping others do in the world. Over the next year, he expects you will begin to see IISC using its tools and methods and deep collaborative and network design and building skills to move equity and social change efforts in a few select sectors.<br />
<br />
Free and open to public<br />
<br />
<a href=""https://www.facebook.com/events/234737523378815/"" target=""_blank"">Facebook</a>&nbsp;| <a href=""http://studio-xistanbul.org/en/events/Ceasar-McDowell"" target=""_blank"">www.studio-xistanbul.org</a>",Istanbul,Studio-X Istanbul
The Acropolis Restoration Project & the Use of Laser Technology for Sculpture Cleaning,Monday,24,March,2014,Inquiry:HP,Inquiry:HP,"<div>
	Vasiliki Eleftheriou is an MSc graduate from the School of Architecture of the National Technical University of Athens. She works at the Ministry of Culture and Sports. From 1988 to 2005 she was in charge of the restoration works of the Lindos Acropolis, and from 2006 to 2011 she has been working in the Acropolis Restoration Service on the Restoration project of the Parthenon. Since December 2011, she has been Director of the Acropolis Restoration Service.<br />
	<br />
	Demetrios Anglos is Associate Professor at the Department of Chemistry, University of Crete and Associated Researcher at IESL-FORTH, where he leads the Applied Spectroscopy Laboratory. His research activities concentrate on the photophysics of molecules and nanoparticles and on the applications of laser spectroscopic techniques in the analysis of materials in works of art and archaeological objects with emphasis on the development of novel methodology and instrumentation.<br />
	<br />
	This event is free and open to the public.&nbsp;</div>
<div>
	Inquiry: HP is Columbia University GSAPP&rsquo;s Historic Preservation Lecture Series. The objective of Inquiry: HP is to present individuals in various disciplines related to historic preservation and foster discussion between speakers, students and practitioners about contemporary preservation theories, practices and applications.</div>
",New York,"200, Fayerweather"
"IN-TU-I-TIVE ""Do it the way you want it""",Sunday,23,March,2014,Fabrication Workshop,Studio-X,"Workshop is run by&nbsp;Emre Başoğlu Heykeltraş &amp; Salih K&uuml;&ccedil;&uuml;ktuna Mimar<br />
<br />
Free and open to public<br />
<br />
<a href=""https://www.facebook.com/events/669100626483738/"" target=""_blank"">Facebook</a> | <a href=""http://studio-xistanbul.org/en/events/in-tu-i-tive-sen-yine-bildi-ini-yap-saturday"" target=""_blank"">www.studio-xistanbul.org</a>",Istanbul,Studio-X Istanbul
Opening: X-AGENDA Micro Exhibition 07 & X-TALK 022,Saturday,22,March,2014,[object Object],Studio-X,"<strong>Opening: X-AGENDA Micro Exhibition 07 | X-TALK 022:</strong><br />
A LITTLE BIG WORLD<br />
Redefining Prefab for Rural and Nature<br />
<strong>ZHU Jingxiang&nbsp;</strong> | The Chinese University of Hong Kong, Shenzhen Unitinno<br />
<br />
<strong>Exhibition Dates:</strong> March 22-April 20, 2014 (Tue.-Sun. 10:00-18:00)<br />
<br />
<strong>Time:&nbsp;</strong> Saturday, March 22, 2014, 18:00-19:30 (Opening + X-TALK)<br />
<br />
<br />
<strong>Venue:</strong> Studio-X Beijing, GSAPP, Columbia University<br />
Address: A103, 46 Fangjia Hutong, Andingmen Inner Street, Dongcheng District, Beijing<br />
<br />
Studio-X Beijing cordially invites you to attend the Opening of &ldquo;X-Agenda 07: A LITTLE BIG WORLD/Redefining Prefab for Rural and Nature&rdquo; on March 22th at 6pm at Studio-X Beijing.<br />
In this exhibition there are nine recent projects by Professor ZHU Jingxiang from The Chinese University of Hong Kong and his team, including the rural school, nature reserve workstation, educational center and media center. In these small-scale projects, the team was not only responsible for the design, but also contributed to many other tasks.<br />
Columbia University GSAPP&rsquo;S Studio-X Beijing initiates and supports a series of micro-exhibition titled &ldquo;X-Agenda&rdquo;, which aims to advance the awareness and self-reflection of a new generation of Chinese architects and designers&#39; practices.<br />
<br />
The exhibition will open on March 22th and close on April 20th. Please join us for the opening. Food and drinks will be provided!",Beijing,Studio-X Beijing
Territorial Reclaim: Clearing Strategies in Rio de Janeiro  ,Friday,21,March,2014,Lecture,Studio-X,"The composition of congestion and diffusion operates in territorial dimension and is intensified in the context of unattended urbanization. Clearing is proposed as a strategy to compose an architecture that engages with the built landscape to perform as an extension of the city ground and absorbs the organic nature of its events, infrastructural demands and gestures of improvisation. A new axis of urban equipment, interacting between state infrastructure and local organizations, is proposed along the central valley of Complexo do Alem&atilde;o.",Rio De Janeiro,Studio-X Rio
Favelas & Environment,Thursday,20,March,2014,Lecture,Studio-X,"The health of a population is directly linked to its environment and infrastructural systems. Rio das Pedras has a significant portion of its territory built over unstable low lands around the Tijuca lagoon, without sanitation systems and prone to constant flooding, greatly affecting the lives and health of its population.<br />
<br />
While approaches to urban upgrading become more consensual as a strategy for favelas, new tools, designs and technologies are necessary to fulfill inhabitants&acute; needs and improve living conditions. This conversation will explore the environmental challenges to the lacunar system, combined sanitation &amp; energy generation technology as well as urban health mapping tools.<br />
<br />
<br />
Speakers<br />
<br />
Kartik Chandran, Laboratory Earth and Environmental Engineering&nbsp; Columbia University<br />
<br />
Mario Moscatelli, Biologist and Master in Ecology<br />
<br />
Gina Lovasi &amp; Andrew Rundle, Mailman School of Public Health Columbia University<br />
<br />
Moderator<br />
<br />
Clarisse Linke, ITDP Brasil",Rio De Janeiro,Studio-X Rio
